Plaza,Tienda,Zona,lat,lon,background_avg,best_effort_avg,video_avg,voice_avg
10CUE-I,50KKL,CENTRO,19.3872264,-99.0807143,null,null,null,null
10CUE-I,50EPM,CENTRO,19.3391738,-99.1252086,null,null,null,null
10CUE-CV,50SCZ,CENTRO,18.935197,-99.2328344,null,null,null,null
10MEX-P,50UDA,CENTRO,19.4468279,-99.1594532,null,null,null,null
,,,37.4180951010362,-122.098531723022,null,null,null,null
10MEX-S,50OWC,CENTRO,19.3963215,-99.1968277,null,null,null,null
10CUE-T,50BWF,CENTRO,19.2952247,-99.1749589,null,null,null,null
10PCK-T,50IUL,CENTRO,19.5227763,-99.1659114,null,null,null,null
10MEX-CC,50MJF,CENTRO,19.3370654,-99.18365589999999,null,null,null,null
10PCK-T,50ZRA,CENTRO,19.6487257,-99.1011701,null,null,null,null
10GTO-Z,500BK,NORTE_BAJÍO,22.7338,-102.36662,null,null,null,null
10CUE-I,50CAN,CENTRO,19.3802722,-99.08732739999999,null,null,null,null
10CUE-CU,50EAW,CENTRO,19.261554,-98.89480909999999,null,null,null,null
10CUE-T,50QPL,CENTRO,19.2996251,-99.04460139999999,null,null,null,null
10MEX-S,50VEK,CENTRO,19.309864,-99.1557078,null,null,null,null
10MEX-AP,50BAU,Aeropuerto,19.4177408,-99.1023975,null,null,null,null
10MEX-P,50HHZ,CENTRO,19.4450274,-99.2029831,null,null,null,null
10MEX-S,50PII,CENTRO,19.3737079,-99.2852006,null,null,null,null
10MEX-CT,50ZDX,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10CUE-T,50XLR,CENTRO,19.2838297,-99.23698999999999,null,null,null,null
10CUE-CP,50GOL,CENTRO,17.5185336,-99.4766699,null,null,null,null
10CUE-T,50CRS,CENTRO,18.9813757,-98.9217747,null,null,null,null
10CUE-CU,50LAA,CENTRO,19.0505661,-98.7907277,null,null,null,null
10CUE-I,50HXJ,CENTRO,19.3747246,-99.0987677,null,null,null,null
10MEX-CC,50VAU,CENTRO,19.3820128,-99.18852079999999,null,null,null,null
10MEX-CC,50RMN,CENTRO,19.3604404,-99.1474406,null,null,null,null
10CUE-CP,50YPS,CENTRO,18.5591281,-99.5998623,null,null,null,null
10QRO-CT,501T5,CENTRO,20.63143,-100.4429,null,null,null,null
10PCK-GM,50VOQ,CENTRO,19.4654409,-99.1113549,null,null,null,null
10MEX-P,505IV,CENTRO,19.4821091,-99.2094412,null,null,null,null
10MEX-CC,50LHY,CENTRO,19.3084883,-99.15096369999999,null,null,null,null
10UMI-M,50AIE,Matamoros,25.836123,-97.5093338,null,null,null,null
10PCK-GM,50QYP,CENTRO,19.4550139,-99.10757749999999,null,null,null,null
10CUE-CP,50SWP,CENTRO,18.5561386,-99.6052813,null,null,null,null
10PCK-T,50ORQ,CENTRO,19.6510227,-99.11609620000002,null,null,null,null
10CUE-A,50S0Z,Acapulco,16.7983549,-99.8097037,null,null,null,null
10QRO-CT,504ST,CENTRO,20.5336898,-100.4923536,null,null,null,null
10MEX-CC,50ODX,CENTRO,19.3359554,-99.1804526,null,null,null,null
10PCK-I,50SQ3,CENTRO,19.6483457,-99.2484844,null,null,null,null
10CUE-CV,50XYN,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10MEX-CC,50PQN,CENTRO,19.3104977,-99.1083493,null,null,null,null
10PCK-T,5061S,CENTRO,19.5135128,-98.8897231,null,null,null,null
10CUE-I,50TBR,CENTRO,19.3591458,-99.0401579,null,null,null,null
10PCK-GM,50OEJ,CENTRO,19.5037405,-99.156499,null,null,null,null
10MEX-P,50VEI,CENTRO,19.5051326,-99.2088014,null,null,null,null
10CUE-I,50IZG,CENTRO,19.3086325,-98.9347194,null,null,null,null
10MEX-S,50LSZ,CENTRO,19.3959887,-99.1855308,null,null,null,null
10CUE-CU,50SNS,CENTRO,18.854286,-98.9577911,null,null,null,null
10MEX-CC,50NOA,CENTRO,19.3839481,-99.16345369999999,null,null,null,null
10CUE-CU,50LMO,CENTRO,19.1642524,-98.7829182,null,null,null,null
10CUE-T,50DTO,CENTRO,19.4016169,-99.09766979999999,null,null,null,null
10CUE-CP,50ZUX,CENTRO,18.5664121,-99.6076921,null,null,null,null
10CUE-I,50WU3,CENTRO,19.3302821,-99.052022,null,null,null,null
10MEX-AP,508EL,Aeropuerto,19.4454225,-99.10565009999999,null,null,null,null
10QRO-CT,504V3,CENTRO,20.538185,-100.4337953,null,null,null,null
10CUE-CV,505U0,CENTRO,18.8234299,-99.1886038,null,null,null,null
10UMI-M,50DQQ,Matamoros,25.8540696,-97.5146498,null,null,null,null
10CUE-A,504OR,Acapulco,16.8617622,-99.8086045,null,null,null,null
10UMI-M,50GV9,Matamoros,25.8398644,-97.4373769,null,null,null,null
10QRO-CT,5027X,CENTRO,20.5878321,-100.3682996,null,null,null,null
10QRO-C,50A6V,CENTRO,20.5481431,-100.7677524,null,null,null,null
10PCK-GM,50LHB,CENTRO,19.6484014,-98.8882183,null,null,null,null
10PCK-GM,50ZE7,CENTRO,19.51587,-99.02529,null,null,null,null
10PCK-T,50VEX,CENTRO,19.553093,-99.03551580000001,null,null,null,null
10PCK-T,50ZGT,CENTRO,19.5353263,-98.9029999,null,null,null,null
10CUE-CV,502G3,CENTRO,18.9620508,-99.21192819999999,null,null,null,null
10CUE-CV,50TZZ,CENTRO,18.9467582,-99.23504709999999,null,null,null,null
10CUE-CU,50XQX,CENTRO,18.7986076,-98.9205063,null,null,null,null
10CUE-CU,506O0,CENTRO,13.6132213,-89.17893230000001,null,null,null,null
10CUE-I,500KW,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10QRO-S,50P7J,CENTRO,20.5908142,-100.2894607,null,null,null,null
10CUE-CU,50YDV,CENTRO,18.720904,-98.7963161,null,null,null,null
10CUE-I,500O5,CENTRO,19.3452759,-99.0691211,null,null,null,null
10MEX-P,508EE,CENTRO,19.43201,-99.16804,null,null,null,null
10CUE-CV,50OQG,CENTRO,18.8407105,-99.1802147,null,null,null,null
10PCK-N,503QI,CENTRO,19.5339,-99.21975,null,null,null,null
10CUE-CU,50YTP,CENTRO,18.8945023,-99.0439987,null,null,null,null
10CHU-JI,50YN6,Juarez_Industrial,31.7087473,-106.3904948,null,null,null,null
10CHU-JI,50CYR,Juarez_Industrial,28.69766,-106.14351,null,null,null,null
10CUE-CV,50UYP,CENTRO,18.7354878,-99.2599582,null,null,null,null
10CUE-CP,50SSS,CENTRO,18.893936,-100.1775823,null,null,null,null
10GTO-Z,50OZB,NORTE_BAJÍO,25.6748291,-100.2155063,null,null,null,null
10CUE-CV,504PB,CENTRO,18.9301665,-99.176002,null,null,null,null
10CUE-CV,50UPM,CENTRO,17.0448171,-97.6208003,null,null,null,null
10LGA-GP,50F59,Gomez_Palacio,25.5945137,-103.5140387,null,null,null,null
10GTO-Z,503M3,NORTE_BAJÍO,22.7581298,-102.5314834,null,null,null,null
10CUE-CV,50WCP,CENTRO,18.8691277,-99.2260563,null,null,null,null
10GTO-Z,50LQ8,NORTE_BAJÍO,22.756915,-102.5121762,null,null,null,null
10CHU-JI,50UL7,Juarez_Industrial,37.4180951010362,-122.098531723022,null,null,null,null
10MEX-CC,504MI,CENTRO,19.3732199,-99.1525556,null,null,null,null
10MEX-CT,507BL,CENTRO,19.4327725,-99.15043449999999,null,null,null,null
10CUE-CU,50QQL,CENTRO,18.7165196,-99.1816458,null,null,null,null
10CUE-I,50KKM,CENTRO,19.3157252,-98.9344093,null,null,null,null
10MEX-CC,508UM,CENTRO,19.3957876,-99.1806575,null,null,null,null
10CUE-CP,50TUR,CENTRO,18.3026994,-99.33124199999999,null,null,null,null
10CUE-I,506LI,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10CUE-CP,50RNS,CENTRO,18.3256423,-99.5054784,null,null,null,null
10CUE-CU,50WIB,CENTRO,18.8162367,-98.9506448,null,null,null,null
10PCK-GM,50H62,CENTRO,19.4809484,-99.10182390000001,null,null,null,null
10CUE-CU,50P9L,CENTRO,18.9399694,-99.00909399999999,null,null,null,null
10CHU-JI,50KNW,Juarez_Industrial,28.70623,-106.14634,null,null,null,null
10QRO-C,509KB,CENTRO,20.5336159,-100.5267564,null,null,null,null
10CUE-T,50S4L,CENTRO,19.39009,-99.06203,null,null,null,null
10MEX-P,50XTQ,CENTRO,19.4538843,-99.1764568,null,null,null,null
10PCK-I,50NKL,CENTRO,19.6131287,-99.3191945,null,null,null,null
10PCK-I,50KCZ,CENTRO,19.5566548,-99.2403013,null,null,null,null
10CUE-CV,50GWV,CENTRO,18.8407105,-99.1802147,null,null,null,null
10CHU-D,50D7Y,Chihuahua_Desierto,28.1911383,-105.5553384,null,null,null,null
10CUE-CV,50GCY,CENTRO,18.892438,-99.2051355,null,null,null,null
10CUE-I,50WR1,CENTRO,19.3525923,-99.0997723,null,null,null,null
10MEX-P,507QN,CENTRO,19.4843737,-99.2096846,null,null,null,null
10PCK-N,50RBQ,CENTRO,19.6174782,-99.1359301,null,null,null,null
10MEX-S,50F6N,CENTRO,37.4180951010362,-122.098531723022,null,null,null,null
10CUE-CP,50BIZ,CENTRO,18.3634894,-99.871099,null,null,null,null
,,,37.4180951010362,-122.098531723022,null,null,null,null
10CUE-T,50V71,CENTRO,19.27948,-99.13751,null,null,null,null
10GTO-Z,50ZJK,NORTE_BAJÍO,22.6514113,-102.9928936,null,null,null,null
10CUE-CV,50ASD,CENTRO,18.8899159,-99.1469269,null,null,null,null
10CUE-CV,50D8Q,CENTRO,18.8393482,-99.2151753,null,null,null,null
10MEX-CC,502NM,CENTRO,19.3712091,-99.16914129999999,null,null,null,null
10MEX-AP,50SYO,Aeropuerto,19.4806013,-99.04467059999999,null,null,null,null
10CUE-CU,50OYY,CENTRO,18.8858619,-99.0622921,null,null,null,null
10PCK-GM,50FPM,CENTRO,19.5095428,-99.1001462,null,null,null,null
10PCK-I,501M4,CENTRO,19.5060033,-99.25687970000001,null,null,null,null
10LGA-GP,50FZU,Gomez_Palacio,25.57033,-103.48748,null,null,null,null
10LGA-T,5085N,NORTE_BAJÍO,25.576794,-103.3767798,null,null,null,null
10MEX-CT,50O1X,CENTRO,19.4347299,-99.15056210000002,null,null,null,null
10LGA-SN,501ND,NORTE_BAJÍO,22.1883614,-100.9353311,null,null,null,null
10CUE-CU,50IGZ,CENTRO,18.637528,-99.214829,null,null,null,null
10GTO-GA,50VXJ,Guanajuato_Aguascalientes,21.3366636,-101.9297046,null,null,null,null
10LGA-D,50OYK,Durango,24.0107423,-104.6751122,null,null,null,null
10GTO-Z,50AWS,NORTE_BAJÍO,23.6331002,-103.6382414,null,null,null,null
10GTO-GA,50DAF,Guanajuato_Aguascalientes,21.8941323,-102.2670644,null,null,null,null
10GTO-A,50VDM,Aguascalientes,21.8867163,-102.2883041,null,null,null,null
10LGA-GP,507P4,Gomez_Palacio,25.5620378,-103.4971453,null,null,null,null
10PCK-T,50YGJ,CENTRO,19.7938874,-99.0923286,null,null,null,null
10LGA-T,505S3,NORTE_BAJÍO,25.5166645,-103.3558536,null,null,null,null
10CUE-CU,50YTP,CENTRO,18.8945023,-99.0439987,null,null,null,null
10LGA-T,502S6,NORTE_BAJÍO,25.82194,-103.1947972,null,null,null,null
10CUE-CP,50JZM,CENTRO,18.3369433,-99.5303467,null,null,null,null
10CUE-A,50V9K,Acapulco,16.8341568,-99.91585549999999,null,null,null,null
10LGA-SN,50IOE,NORTE_BAJÍO,21.6769411,-102.5891792,null,null,null,null
10LGA-SS,50KVR,NORTE_BAJÍO,37.4180951010362,-122.098531723022,null,null,null,null
10CUE-CP,50IDV,CENTRO,18.3634894,-99.871099,null,null,null,null
10GTO-GS,50ZQD,Guanajuato_Sur,20.6525874,-101.3717103,null,null,null,null
10GTO-GA,50FWI,Guanajuato_Aguascalientes,21.8746245,-102.2553933,null,null,null,null
10LGA-SN,50YMB,NORTE_BAJÍO,22.1614588,-101.0386273,null,null,null,null
10GTO-GS,50WBJ,Guanajuato_Sur,20.6780287,-101.3597273,null,null,null,null
10CUE-CP,506PM,CENTRO,18.30546,-99.33390890000001,null,null,null,null
10LGA-SS,50TMM,NORTE_BAJÍO,28.6352363,-106.0787911,null,null,null,null
10GTO-A,50JBY,Aguascalientes,21.8529195,-102.3413765,null,null,null,null
10GTO-A,50L8L,Aguascalientes,21.8806426,-102.3147394,null,null,null,null
10CHU-D,50WC7,Chihuahua_Desierto,28.6615238,-105.9518946,null,null,null,null
10PCK-P,50H82,CENTRO,20.1094819,-98.76783979999999,null,null,null,null
10GTO-GA,50RK7,Guanajuato_Aguascalientes,21.390783,-101.9657907,null,null,null,null
10GTO-GA,50Q92,Guanajuato_Aguascalientes,20.7267963,-101.9412225,null,null,null,null
12NEO,52TMA,Leon_Bara,21.0971391,-101.6513355,null,null,null,null
10CHU-D,50WND,Chihuahua_Desierto,28.2262938,-105.4100107,null,null,null,null
10LGA-D,50OF1,Durango,24.0274131,-104.6495775,null,null,null,null
10CUE-CV,505O8,CENTRO,18.929975,-99.19850439999999,null,null,null,null
10PCK-I,50WGO,CENTRO,19.7232388,-99.2059144,null,null,null,null
10LGA-D,50PGF,Durango,24.0094035,-104.7057186,null,null,null,null
10LGA-D,50OND,Durango,24.0273992,-104.653157,null,null,null,null
10CUE-CU,50YDV,CENTRO,18.720904,-98.7963161,null,null,null,null
12NEO,52ADP,Leon_Bara,20.6371831,-101.3372126,null,null,null,null
10PCK-T,50KQZ,CENTRO,19.6493875,-99.09216690000001,null,null,null,null
10GTO-GS,50IPS,Guanajuato_Sur,20.6833394,-101.356415,null,null,null,null
10GTO-L,50WGN,Leon,37.4180951010362,-122.098531723022,null,null,null,null
10QRO-C,505A7,CENTRO,20.5330724,-100.8365456,null,null,null,null
10QRO-C,507B4,CENTRO,20.5516397,-100.7678049,null,null,null,null
10CUE-A,50NBE,Acapulco,16.8620599,-99.9126655,null,null,null,null
12NEO,52MIB,Leon_Bara,21.1524365,-101.7308062,null,null,null,null
10CUE-CP,50WQS,CENTRO,16.7615561,-99.7559004,null,null,null,null
12NEO,52RUX,Leon_Bara,20.9950758,-101.2958255,null,null,null,null
10QRO-S,50P7J,CENTRO,20.5908142,-100.2894607,null,null,null,null
10CUE-A,50MNX,Acapulco,16.8040572,-99.82528819999999,null,null,null,null
10LGA-T,50LRA,NORTE_BAJÍO,25.5219701,-103.415322,null,null,null,null
10CUE-A,50R95,Acapulco,17.2367796,-100.6295091,null,null,null,null
12NEO,52DLC,Leon_Bara,21.1913238,-101.6648724,null,null,null,null
10CUE-A,50ETG,Acapulco,16.8116981,-99.8023485,null,null,null,null
10MEX-AP,5088F,Aeropuerto,19.4457049,-99.0983983,null,null,null,null
10LGA-T,50MMW,NORTE_BAJÍO,25.8690294,-97.50273759999999,null,null,null,null
10QRO-N,509CS,CENTRO,20.5960564,-100.3746363,null,null,null,null
10CHU-D,50F6B,Chihuahua_Desierto,28.6286118,-106.0639244,null,null,null,null
12NEO,52SOU,Leon_Bara,21.0785354,-101.6521592,null,null,null,null
,,,25.50327,-103.38629,null,null,null,null
10LGA-T,50LQB,NORTE_BAJÍO,25.5392411,-103.3580697,null,null,null,null
10PCK-GM,505JZ,CENTRO,19.5593306,-99.1311929,null,null,null,null
10PCK-I,50DBR,CENTRO,19.572795,-99.2488381,null,null,null,null
10GTO-A,50I4I,Aguascalientes,21.8768522,-102.2674235,null,null,null,null
10UMI-VI,5060E,Ciudad_Victoria,40.46366700000001,-3.74922,null,null,null,null
10CUE-CU,50HVK,CENTRO,18.6905246,-99.11541779999999,null,null,null,null
10GTO-A,50KJX,Aguascalientes,21.8818553,-102.3047822,null,null,null,null
10CHU-D,50FFN,Chihuahua_Desierto,28.1952969,-105.4357355,null,null,null,null
,,,37.4180951010362,-122.098531723022,null,null,null,null
10CHU-D,507L4,Chihuahua_Desierto,28.67511,-106.09721,null,null,null,null
10CUE-CP,50UVC,CENTRO,18.3621277,-99.5286521,null,null,null,null
10MEX-CT,50P39,CENTRO,19.4242726,-99.15164750000001,null,null,null,null
10CUE-CP,50RZV,CENTRO,17.5495855,-99.5043852,null,null,null,null
10CHU-S,50AMS,Chihuahua_Sierra,28.6706058,-106.114725,null,null,null,null
10CHU-D,50SW4,Chihuahua_Desierto,28.6329957,-106.0691004,null,null,null,null
10CHU-D,50IFC,Chihuahua_Desierto,28.6331994,-106.0736198,null,null,null,null
10LGA-T,50KAF,NORTE_BAJÍO,25.6223651,-103.3753131,null,null,null,null
10GTO-GS,50LTQ,Guanajuato_Sur,21.0195564,-101.2630845,null,null,null,null
10GTO-GS,50JVJ,Guanajuato_Sur,20.3734,-102.0258,null,null,null,null
12NEO,52DVZ,Leon_Bara,21.1340642,-101.7082528,null,null,null,null
10CUE-CU,50PGM,CENTRO,18.8756981,-99.0560225,null,null,null,null
12NEO,52FIB,Leon_Bara,21.0774898,-101.6349256,null,null,null,null
10MEX-CT,504BI,CENTRO,19.3981458,-99.15695249999999,null,null,null,null
12NEO,52TDJ,Leon_Bara,21.1237409,-101.7135956,null,null,null,null
10CUE-CU,50UGF,CENTRO,18.65075,-99.1895565,null,null,null,null
10PCK-T,50LHJ,CENTRO,19.6382846,-99.0951287,null,null,null,null
10PCK-T,501000000,CENTRO,19.4493519,-98.8721186,null,null,null,null
10UMI-M,50F4I,Matamoros,25.8403224,-97.48203989999999,null,null,null,null
,,,20.37775,-99.94162,null,null,null,null
10GTO-GS,50MTL,Guanajuato_Sur,20.9726557,-101.2797268,null,null,null,null
10CHU-S,50FKP,Chihuahua_Sierra,28.6089948,-106.0172955,null,null,null,null
10QRO-CT,504V3,CENTRO,20.538185,-100.4337953,null,null,null,null
10LGA-D,50SWH,Durango,23.2494148,-106.4111425,null,null,null,null
,,,37.4180951010362,-122.098531723022,null,null,null,null
10MXL-N,50VGT,NOROESTE,31.3136403,-110.9460168,null,null,null,null
10MXL-N,50YMW,NOROESTE,31.30228529999999,-109.553405,null,null,null,null
10TIJ-P,501MQ,NOROESTE,32.45213,-117.00143,null,null,null,null
10HHM,50B1R,Los_Mochis,26.0873696,-108.7556413,null,null,null,null
10HHM,502TN,Los_Mochis,25.5745634,-108.4828631,null,null,null,null
10MXL-N,50YEB,NOROESTE,31.3117289,-110.9461929,null,null,null,null
10OBR-ON,50RS0,NOROESTE,27.4441986,-109.9273566,null,null,null,null
10NLS-N,50IBW,NOROESTE,30.78272,-110.85322,null,null,null,null
10NLS,50Y6O,NOROESTE,30.7277749,-112.1802799,null,null,null,null
10MXL-N,506U5,NOROESTE,19.5119232,-98.8817861,null,null,null,null
10NLS,50UVP,NOROESTE,31.303044,-110.8984376,null,null,null,null
10OBR-ON,500VH,NOROESTE,27.5012164,-109.9277985,null,null,null,null
10MXL-N,5062L,NOROESTE,31.3267888,-110.9452817,null,null,null,null
10MXL-N,50LSL,NOROESTE,31.3285576,-109.5176477,null,null,null,null
10OBR-ON,50O5R,NOROESTE,27.0254869,-108.941309,null,null,null,null
10HHM,5053U,Los_Mochis,25.7913162,-108.9717235,null,null,null,null
10OBR-ON,50IAE,NOROESTE,27.469002,-109.9243561,null,null,null,null
10MXL-N,5000S,NOROESTE,31.2738871,-110.9357614,null,null,null,null
10OBR-ON,50IPB,NOROESTE,27.0796882,-109.4690444,null,null,null,null
10HHM,50LT7,Los_Mochis,37.4180951010362,-122.098531723022,null,null,null,null
10HHM,50D29,Los_Mochis,37.4180951010362,-122.098531723022,null,null,null,null
10MXL-N,50PIF,NOROESTE,32.5149469,-117.0382471,null,null,null,null
10HHM,50GXP,Los_Mochis,32.6248877,-115.4319326,null,null,null,null
10MXL-N,50LPU,NOROESTE,31.3277755,-109.5489617,null,null,null,null
10MXL-N,50ABU,NOROESTE,31.3152044,-109.5334108,null,null,null,null
10OBR-OG,50LHR,NOROESTE,28.3676994,-108.9248994,null,null,null,null
10HHM,50MVA,Los_Mochis,25.7068307,-108.3407772,null,null,null,null
10HHM,504B4,Los_Mochis,25.7609032,-108.9844054,null,null,null,null
10OBR-ON,5016O,NOROESTE,27.0628754,-109.4236805,null,null,null,null
10HHM,508FP,Los_Mochis,37.4180951010362,-122.098531723022,null,null,null,null
10TLC-TM,501P7,OCCIDENTE,19.7132735,-99.9500004,null,null,null,null
10DCU-CO,50A4O,Colima,23.6345,-102.55278,null,null,null,null
10HHM,50MVE,Los_Mochis,25.7383736,-108.4846318,null,null,null,null
10MXL-N,5035G,NOROESTE,31.2585022,-110.9520306,null,null,null,null
10TLC-TN,50BZY,OCCIDENTE,19.2676158,-99.5981147,null,null,null,null
10OBR-ON,50RYX,NOROESTE,26.9081644,-109.6259895,null,null,null,null
10HHM,50NGF,Los_Mochis,-33.9,-70.7333,null,null,null,null
10NLS,50OOJ,NOROESTE,31.2984917,-110.9421624,null,null,null,null
10MXL-N,50CYW,NOROESTE,31.3037392,-109.547883,null,null,null,null
10NLS,50DOG,NOROESTE,30.7088249,-112.1406656,null,null,null,null
10HHM,50H66,Los_Mochis,25.77242,-108.99762,null,null,null,null
10OBR-ON,50UBG,NOROESTE,26.82715,-109.64186,null,null,null,null
10HHM,50HIA,Los_Mochis,25.9485575,-109.0468061,null,null,null,null
10MXL-SN,50VGC,NOROESTE,30.7171336,-112.1569491,null,null,null,null
10MXL-SN,50VFY,NOROESTE,30.701584,-112.1654564,null,null,null,null
10HHM,5073Q,Los_Mochis,25.5760391,-108.4868544,null,null,null,null
10HHM,50MMZ,Los_Mochis,25.7494094,-108.987387,null,null,null,null
10MON-O,50FWW,MONTERREY-SALTILLO,25.70956,-100.10467,null,null,null,null
10MXL-N,50NAP,NOROESTE,31.3255694,-109.5371443,null,null,null,null
10TLC-MN,501M2,Morelia_Norte,20.1422762,-101.185729,null,null,null,null
10TLC-MC,50244,Morelia_Costa,19.6997071,-101.1915268,null,null,null,null
10HHM,50MNU,Los_Mochis,25.8237568,-108.9710238,null,null,null,null
,,,20.56593,-103.44352,null,null,null,null
10HHM,50KFA,Los_Mochis,25.4642849,-108.0861832,null,null,null,null
10HHM,50I8J,Los_Mochis,25.6278202,-108.7144826,null,null,null,null
10HHM,50LXE,Los_Mochis,25.7794827,-108.9803101,null,null,null,null
10HHM,50F4K,Los_Mochis,25.7908873,-109.0146953,null,null,null,null
10MXL-N,50E09,NOROESTE,31.3052598,-110.9671818,null,null,null,null
10DCU-MN,500YC,Manzanillo,19.1034047,-104.3346437,null,null,null,null
10DCU-MN,50DAU,Manzanillo,19.1138094,-104.3384616,null,null,null,null
10TIJ-P,504QT,NOROESTE,32.52333,-117.10848,null,null,null,null
10TIJ-TE,50X1Z,NOROESTE,32.5232201,-116.8733775,null,null,null,null
10HHM,501N3,Los_Mochis,25.9360474,-108.3967198,null,null,null,null
10TLC-TM,502D7,OCCIDENTE,19.2568065,-99.67009859999999,null,null,null,null
10CUE-A,50LE3,Acapulco,16.86118,-99.90038,null,null,null,null
10HHM,50NGY,Los_Mochis,25.7718338,-108.9696077,null,null,null,null
10HHM,50LNR,Los_Mochis,25.7946051,-109.0289737,null,null,null,null
10HHM,500IG,Los_Mochis,25.3668831,-108.1591732,null,null,null,null
10DCU-CO,50NHZ,Colima,19.25392,-103.74417,null,null,null,null
10TIJ-TC,50O4K,NOROESTE,32.4577912,-116.9271274,null,null,null,null
10DCU-CO,50C2L,Colima,19.0853057,-104.309082,null,null,null,null
10OBR-ON,50FUF,NOROESTE,26.8261137,-109.6416121,null,null,null,null
10MXL-N,50QM5,NOROESTE,31.0616666,-110.8983332,null,null,null,null
10MXL-SN,50SAR,NOROESTE,30.7036202,-112.1474925,null,null,null,null
,,,37.4180951010362,-122.098531723022,null,null,null,null
10TLC-TN,50BVP,OCCIDENTE,19.0443163,-98.143006,null,null,null,null
10HHM,508U2,Los_Mochis,25.7845639,-109.0041489,null,null,null,null
10OBR-OG,50DTH,NOROESTE,27.9230146,-110.894036,null,null,null,null
10TLC-MN,507XS,Morelia_Norte,19.7059278,-101.1844481,null,null,null,null
10TLC-TM,50BPH,OCCIDENTE,19.9601103,-99.5325999,null,null,null,null
10HHM,5024Q,Los_Mochis,25.4409106,-108.0675532,null,null,null,null
10MXL-N,5096I,NOROESTE,30.5348142,-111.1265189,null,null,null,null
10TIJ-TE,502N9,NOROESTE,32.5637616,-116.6545982,null,null,null,null
10CUE-A,50BBY,Acapulco,16.8464149,-99.849114,null,null,null,null
10TLC-TZ,509HI,OCCIDENTE,19.1766447,-99.466427,null,null,null,null
10TLC-TZ,50BZQ,OCCIDENTE,19.2722311,-99.57569339999999,null,null,null,null
10CUE-CP,50NJN,CENTRO,16.3438,-98.0494822,null,null,null,null
10DCU-MN,50C32,Manzanillo,19.0508924,-104.3105641,null,null,null,null
10TIJ-P,50JU6,NOROESTE,32.4922246,-117.0665092,null,null,null,null
10TLC-TN,507L6,OCCIDENTE,19.2807273,-99.642202,null,null,null,null
10DCU-MZ,50NY6,Mazatlan,22.4885591,-105.383295,null,null,null,null
10TLC-TM,50BM8,OCCIDENTE,19.3516281,-99.7476414,null,null,null,null
10OBR-M,50YT6,Mochis,25.7929096,-108.9888537,null,null,null,null
10DCU-CO,50CJX,Colima,37.4180951010362,-122.098531723022,null,null,null,null
10TIJ-P,507VR,NOROESTE,32.519248,-117.084729,null,null,null,null
10TLC-MN,5069O,Morelia_Norte,20.1160844,-101.174829,null,null,null,null
10DCU-CO,5095V,Colima,19.77089,-104.37676,null,null,null,null
10HHM,50P9T,Los_Mochis,25.6672073,-108.6380952,null,null,null,null
10OBR-ON,50ZFE,NOROESTE,27.4934694,-109.9183051,null,null,null,null
10DCU-MZ,507RM,Mazatlan,23.2802616,-106.4199755,null,null,null,null
10GUD-Z,50SXU,Guadajara_Zapopan,20.7258813,-103.4595537,null,null,null,null
10OBR-OG,50HHO,NOROESTE,27.94646,-110.768441,null,null,null,null
10MXL-N,50D9T,NOROESTE,31.2917,-110.91937,null,null,null,null
10DCU-V,506SW,OCCIDENTE,20.6478521,-105.2391644,null,null,null,null
10OBR-M,506XS,Mochis,25.7874352,-109.2593642,null,null,null,null
10DCU-C,50T62,Culiacan,25.359106,-107.5523187,null,null,null,null
10OBR-OG,50L5P,NOROESTE,29.9882907,-109.7755379,null,null,null,null
10TLC-TM,5039I,OCCIDENTE,19.6894913,-100.5563341,null,null,null,null
10OBR-OG,5062C,NOROESTE,27.963771,-110.78286,null,null,null,null
10GUD-C,50699,Guadalajara_Chapala,20.4875004,-103.4827229,null,null,null,null
10MXL-MP,50EM7,Mexicali_Poniente,32.5814483,-115.4275594,null,null,null,null
10OBR-ON,50QMG,NOROESTE,27.4413572,-109.9404691,null,null,null,null
10TIJ-P,50OB6,NOROESTE,32.5016389,-116.9771478,null,null,null,null
10OBR-ON,50LRK,NOROESTE,27.0477487,-109.4504521,null,null,null,null
10OBR-OG,50DTG,NOROESTE,27.963739,-110.8159635,null,null,null,null
,,,37.4180951010362,-122.098531723022,null,null,null,null
10OBR-M,50BGE,Mochis,26.0873696,-108.7556413,null,null,null,null
10TLC-TN,50AUG,OCCIDENTE,36.171563,-115.1391009,null,null,null,null
10DCU-V,50ZKF,OCCIDENTE,20.75441,-105.37606,null,null,null,null
10OBR-ON,50ALV,NOROESTE,26.8261137,-109.6416121,null,null,null,null
10HHM,5018W,Los_Mochis,26.0241185,-108.8273279,,,,
10GUD-TL,508HV,Guadajara_Tlaquepaque,20.6200887,-103.378994,null,null,null,null
10GUD-C,50952,Guadalajara_Chapala,20.55896014,-103.30783591,null,null,null,null
10OBR-M,505YD,Mochis,17.8409173,-92.6189273,null,null,null,null
10MXL-SU,50S97,Hermosillo_Sur,29.0084772,-110.9415723,null,null,null,null
10DCU-CO,501DB,Colima,20.7363708,-100.4468285,null,null,null,null
10TLC-TZ,50BJP,OCCIDENTE,19.2793515,-99.5743193,null,null,null,null
